"","PUBID","year","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","marstat","region","urban","industry","autonomy","competitiveness","hazardous","regularity","teamwork"
"232",148,2005,213,23,1,"2.High school",FALSE,269,0.346153846,0.119822485,FALSE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"233",148,2006,775,24,1,"2.High school",FALSE,292,0.269230769,0.072485207,FALSE,1,0,"No romantic union",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"234",148,2007,715,25,1,"2.High school",FALSE,310,0.346153846,0.119822485,FALSE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"236",148,2009,900,27,1,"2.High school",FALSE,397,2.019230769,4.077292899,FALSE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"238",148,2013,1170,31,1,"2.High school",FALSE,508,2.134615385,4.55658284,TRUE,1,1,"No romantic union",1,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"241",149,2000,550,17,0,"1.Less than HS",TRUE,45,0.423076923,0.178994083,FALSE,1,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"242",149,2001,550,18,0,"2.High school",TRUE,72,0.365384615,0.133505917,FALSE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"243",149,2002,1179,19,0,"2.High school",TRUE,116,0.673076923,0.453032544,FALSE,1,0,"Cohabiting",1,1,"Transportation and Warehousing",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"244",149,2003,1203,20,0,"2.High school",TRUE,166,1.634615385,2.671967456,FALSE,1,0,"Cohabiting",1,1,"Transportation and Warehousing",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"245",149,2004,1200,21,0,"2.High school",TRUE,214,2.557692308,6.541789941,FALSE,1,0,"No romantic union",1,1,"Transportation and Warehousing",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"246",149,2005,900,22,0,"2.High school",TRUE,257,0.5,0.25,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.691008275,2.653988466,2.210933333,1.157366667,4.392666667
"247",149,2006,1059,23,0,"2.High school",TRUE,288,0.326923077,0.106878698,TRUE,0,0,"No romantic union",1,1,"Health Care",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"248",149,2007,1000,24,0,"2.High school",FALSE,306,0.673076923,0.453032544,TRUE,0,0,"No romantic union",1,1,"Health Care",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"251",151,1999,650,18,0,"1.Less than HS",TRUE,93,1.365384615,1.864275148,FALSE,1,0,"No romantic union",1,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"252",151,2000,1000,19,0,"2.High school",FALSE,141,0.326923077,0.106878698,FALSE,0,0,"No romantic union",1,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"253",151,2002,1175,21,0,"2.High school",FALSE,225,0.769230769,0.591715976,TRUE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.691008275,2.653988466,2.210933333,1.157366667,4.392666667
"255",151,2007,1400,25,0,"2.High school",FALSE,482,1.288461538,1.660133136,TRUE,0,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"256",151,2009,2063,27,0,"2.High school",FALSE,576,0.961538462,0.924556213,TRUE,1,1,"No romantic union",1,1,"Information and Communications",4.142253975,3.218491317,1.334470383,1.322563083,4.110219773
"262",153,2003,700,24,2,"2.High school",FALSE,59,0.384615385,0.147928994,TRUE,1,1,"No romantic union",1,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"263",153,2004,700,25,2,"2.High school",FALSE,108,1.326923077,1.760724852,TRUE,1,0,"No romantic union",1,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"264",153,2005,700,25,2,"2.High school",FALSE,112,1.403846154,1.970784024,TRUE,1,0,"No romantic union",1,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"267",157,2002,600,20,0,"2.High school",TRUE,88,0.480769231,0.231139053,FALSE,1,0,"No romantic union",1,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"269",157,2006,975,24,0,"4.College",FALSE,160,0.480769231,0.231139053,FALSE,1,0,"No romantic union",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"270",157,2007,1125,25,0,"4.College",FALSE,207,1.384615385,1.917159763,TRUE,0,0,"Cohabiting",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"271",157,2008,2260,26,0,"4.College",FALSE,260,2.403846154,5.778476331,TRUE,1,1,"Cohabiting",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"272",157,2009,3714,27,0,"4.College",FALSE,311,3.384615385,11.4556213,TRUE,1,1,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"273",157,2010,3889,28,1,"4.College",FALSE,353,4.192307692,17.57544379,FALSE,1,1,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"274",157,2011,3173,29,1,"4.College",FALSE,406,5.211538462,27.16013314,FALSE,1,1,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"275",157,2013,3141,31,2,"4.College",FALSE,513,7.269230769,52.84171598,FALSE,1,0,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"279",160,2003,900,22,0,"2.High school",FALSE,72,0.269230769,0.072485207,TRUE,1,1,"No romantic union",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"280",160,2004,900,24,0,"2.High school",FALSE,128,1.346153846,1.812130178,TRUE,1,1,"Cohabiting",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"281",160,2006,1500,26,0,"2.High school",FALSE,174,0.673076923,0.453032544,FALSE,0,0,"Cohabiting",1,1,"Educational and Social Services",2.9368,2.7455,1.1644,1.0014,4.323932393
"283",160,2010,725,29,1,"2.High school",FALSE,319,0.403846154,0.163091716,TRUE,0,1,"Cohabiting",1,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"287",166,2000,550,18,0,"1.Less than HS",FALSE,51,0.980769231,0.961908284,FALSE,1,0,"No romantic union",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"288",166,2001,850,19,0,"2.High school",TRUE,111,1.153846154,1.331360947,FALSE,0,0,"No romantic union",1,1,"Educational and Social Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"289",166,2002,900,20,0,"2.High school",TRUE,154,1.980769231,3.923446746,FALSE,1,0,"No romantic union",1,1,"Educational and Social Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"290",166,2003,1000,21,0,"2.High school",TRUE,202,2.903846154,8.432322485,FALSE,1,0,"No romantic union",1,1,"Educational and Social Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"291",166,2004,1100,22,0,"4.College",FALSE,259,0.653846154,0.427514793,TRUE,0,0,"No romantic union",1,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"292",166,2005,1200,23,0,"4.College",FALSE,292,1.288461538,1.660133136,TRUE,0,0,"No romantic union",1,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"293",166,2006,1300,24,0,"4.College",TRUE,313,1.692307692,2.863905325,TRUE,0,0,"No romantic union",1,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"294",166,2008,3300,26,0,"4.College",FALSE,355,0.807692308,0.652366864,TRUE,1,0,"No romantic union",1,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"295",166,2009,3500,27,0,"4.College",FALSE,406,1.788461538,3.198594675,TRUE,1,0,"No romantic union",1,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"296",166,2010,3560,28,0,"4.College",FALSE,458,2.788461538,7.775517751,TRUE,1,0,"No romantic union",1,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"297",166,2011,4000,29,0,"4.College",FALSE,513,3.846153846,14.79289941,TRUE,1,0,"No romantic union",1,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"298",166,2013,4000,31,0,"4.College",FALSE,623,5.961538462,35.53994083,TRUE,0,0,"Married",1,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"314",178,1999,525,19,0,"2.High school",TRUE,137,0.403846154,0.163091716,TRUE,0,0,"No romantic union",1,0,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"320",178,2010,1292,30,0,"4.College",FALSE,558,1.403846154,1.970784024,TRUE,1,1,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"321",178,2011,1699,31,0,"4.College",FALSE,604,2.288461538,5.237056213,TRUE,1,1,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"322",178,2013,2500,34,1,"4.College",FALSE,706,4.25,18.0625,TRUE,1,1,"Married",1,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"324",179,1998,600,17,0,"1.Less than HS",TRUE,74,1.326923077,1.760724852,TRUE,1,0,"No romantic union",1,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"325",179,1999,590,18,0,"1.Less than HS",TRUE,99,0.365384615,0.133505917,FALSE,0,0,"No romantic union",1,0,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"327",182,2001,800,17,0,"1.Less than HS",TRUE,70,1.346153846,1.812130178,FALSE,0,0,"No romantic union",1,0,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"328",182,2002,800,18,0,"2.High school",TRUE,121,0.596153846,0.355399408,FALSE,0,0,"No romantic union",1,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.9769,2.2848,1.399,1,4.4563
"330",182,2004,800,20,0,"2.High school",TRUE,221,1.288461538,1.660133136,FALSE,0,0,"No romantic union",1,1,"Educational and Social Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"332",182,2006,2231,22,0,"4.College",FALSE,265,0.269230769,0.072485207,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"333",182,2007,2203,23,0,"4.College",FALSE,313,1.192307692,1.421597633,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"334",182,2008,2552,24,0,"4.College",FALSE,367,2.230769231,4.976331361,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"335",182,2009,2797,25,0,"4.College",FALSE,418,3.211538462,10.31397929,TRUE,1,0,"Cohabiting",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"336",182,2010,3154,26,0,"4.College",FALSE,478,4.365384615,19.05658284,TRUE,1,0,"Cohabiting",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"337",182,2011,2821,27,0,"4.College",FALSE,518,5.134615385,26.36427515,TRUE,1,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"338",182,2013,4231,29,1,"4.College",FALSE,634,7.365384615,54.24889053,TRUE,1,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.142253975,3.218491317,1.334470383,1.322563083,4.110219773
"339",198,1998,650,18,0,"1.Less than HS",FALSE,18,0.346153846,0.119822485,FALSE,1,0,"No romantic union",1,1,"Other Services",4.208400482,2.5575,1.089038219,1.08908,4.24282
"341",198,2000,900,20,0,"2.High school",FALSE,70,0.269230769,0.072485207,FALSE,1,0,"Cohabiting",1,0,"Construction",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"342",198,2001,800,21,0,"2.High school",FALSE,95,0.269230769,0.072485207,TRUE,0,0,"No romantic union",1,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"344",198,2003,230,23,0,"2.High school",FALSE,190,1.423076923,2.025147929,TRUE,1,0,"Cohabiting",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"345",198,2004,515,24,0,"2.High school",FALSE,233,2.25,5.0625,TRUE,1,0,"Cohabiting",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"346",198,2006,6000,26,1,"2.High school",FALSE,340,0.576923077,0.332840237,FALSE,1,0,"Cohabiting",1,1,"Retail Trade",4.233333333,3.5,1,1.45,2.75
"347",198,2007,3000,27,1,"2.High school",FALSE,388,1.5,2.25,FALSE,1,0,"Cohabiting",1,1,"Retail Trade",4.233333333,3.5,1,1.45,2.75
"348",198,2009,750,29,1,"2.High school",FALSE,467,0.903846154,0.81693787,FALSE,1,0,"Cohabiting",1,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"349",198,2010,833,30,1,"2.High school",FALSE,522,0.519230769,0.269600592,FALSE,1,0,"Cohabiting",1,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"350",198,2013,220000,33,1,"2.High school",FALSE,682,3.596153846,12.93232249,FALSE,1,0,"Married",1,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"353",201,2000,675,17,0,"1.Less than HS",TRUE,79,1.480769231,2.192677515,FALSE,0,0,"No romantic union",1,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"354",201,2001,213,18,0,"2.High school",FALSE,124,0.25,0.0625,FALSE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"355",201,2002,213,19,0,"2.High school",TRUE,174,0.288461538,0.083210059,FALSE,1,0,"No romantic union",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"357",201,2004,1000,21,0,"2.High school",TRUE,262,1.211538462,1.467825444,FALSE,0,0,"No romantic union",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"358",201,2005,1100,21,0,"2.High school",FALSE,309,2.115384615,4.474852071,FALSE,0,0,"No romantic union",1,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"359",201,2006,1603,22,0,"4.College",FALSE,358,0.711538462,0.506286982,TRUE,0,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.998729633,4.1112,1,1.1923,3.714228577
"360",201,2007,1841,23,0,"4.College",FALSE,415,1.807692308,3.267751479,TRUE,0,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.497599228,4.20759308,1,1.1473,4.029766667
"361",201,2008,1923,24,0,"4.College",FALSE,459,2.653846154,7.042899408,TRUE,0,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.497599228,4.20759308,1,1.1473,4.029766667
"362",201,2010,213,26,0,"4.College",FALSE,536,0.769230769,0.591715976,FALSE,0,0,"Cohabiting",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"363",201,2011,213,27,0,"4.College",TRUE,577,1.557692308,2.426405325,FALSE,0,0,"Cohabiting",1,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"364",201,2013,2098,29,0,"4.College",FALSE,674,0.846153846,0.715976331,TRUE,1,0,"Cohabiting",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"366",214,1999,700,17,0,"1.Less than HS",TRUE,62,0.538461538,0.289940828,FALSE,1,0,"No romantic union",1,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"367",214,2000,700,18,0,"2.High school",TRUE,119,1.634615385,2.671967456,FALSE,1,0,"No romantic union",1,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"368",214,2001,735,19,0,"2.High school",TRUE,163,2.480769231,6.154215976,FALSE,1,0,"No romantic union",1,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"369",214,2002,1500,20,0,"2.High school",TRUE,220,0.692307692,0.479289941,FALSE,0,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.880415318,3.3824,1,1.0226,3.7606
"370",214,2003,1500,21,0,"2.High school",TRUE,274,1.730769231,2.99556213,FALSE,0,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.880415318,3.3824,1,1.0226,3.7606
"371",214,2004,2000,22,0,"2.High school",TRUE,317,0.5,0.25,TRUE,1,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.002756718,3.37675,1.00565,1.242262113,4.197
"372",214,2005,2188,23,0,"2.High school",FALSE,371,1.538461538,2.366863905,TRUE,1,0,"No romantic union",1,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.002756718,3.37675,1.00565,1.242262113,4.197
"373",214,2006,1625,24,0,"2.High school",FALSE,416,0.865384615,0.748890533,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"374",214,2007,2733,25,0,"2.High school",FALSE,471,1.923076923,3.698224852,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"375",214,2008,3846,26,0,"2.High school",FALSE,525,0.307692308,0.094674556,TRUE,1,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"376",214,2009,3846,27,0,"2.High school",FALSE,572,1.211538462,1.467825444,TRUE,0,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"377",214,2010,4251,28,0,"2.High school",FALSE,628,2.288461538,5.237056213,TRUE,0,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"378",214,2013,4519,31,1,"2.High school",FALSE,760,4.826923077,23.29918639,TRUE,0,0,"No romantic union",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.002756718,3.37675,1.00565,1.242262113,4.197
"381",216,1999,700,19,1,"1.Less than HS",FALSE,90,0.769230769,0.591715976,TRUE,1,0,"Married",1,1,"Manufacturing - Durable Goods",4.032524406,3.0505,2.887640824,1.286633333,3.876691779
"382",216,2000,955,20,1,"2.High school",TRUE,152,1.961538462,3.847633136,FALSE,1,0,"Married",1,1,"Manufacturing - Durable Goods",4.032524406,3.0505,2.887640824,1.286633333,3.876691779
"383",216,2001,1300,21,1,"2.High school",TRUE,203,0.269230769,0.072485207,TRUE,1,0,"Married",1,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.998839963,2.86860657,1.1512,1.1628,4.3439
